label,sentence
-1,pic love puppy dog
-1,watch gonna
-1,follower pay day vip add train
-1,sunday http moon trailer
-1,chat night head
1,hair start rain run
-1,listen http night remember
-1,catch watch hero
-1,day dress cousin cake love birthday
-1,girl http song blip sing
1,window feel car drive
1,tummy eat
1,garden love kill
-1,airport wait plane bout
1,battery charger home forget
-1,day pick smile morning
1,week spend
-1,family week head home love
1,house home
1,pay dollar
-1,hey guy twitter
-1,hehe hope mom
1,house feel air
-1,day enjoy
-1,hug wait miss tomorrow thursday
1,walk feel foot ugh cuz
1,phone call mitchelmusso hang
1,sun weather hey
1,thunder rain
1,http bit
1,weekend leave miss
-1,life day fun post
-1,run window head trip
1,party start wait brother graduation lunch
1,pay money
-1,hate wait season
1,twitter question upload
-1,follower pay day vip add train
-1,errand run
-1,text morning run world
-1,follow lol
-1,page home
1,city watch dance
1,facebook fun friend lot
-1,hurt god hand
1,time listen cry manage
-1,goin home tomorrow haha
1,home car school
1,boyfriend night hour phone answer
1,week call friend
1,dont lol prob john kill
-1,ppl wanna
-1,hear listen
-1,nah lol land leave miss twitter
-1,wedding miss friend tweet graduation
1,day lord
1,hair rain drive play wanna
-1,girl twitter text message online
-1,tonight eat luck
-1,hour time
1,day page fun gonna write project report
1,sort lol stop
-1,couch watch fall home lay band
1,happen time guess lol yea wanna
1,family time gonna lose chat
1,shit friend hell
-1,day stop lol love pizza tho
1,hotel lol event
-1,plan change weather
1,party watch boy movie die
1,cream ice watch stay bore
-1,save time money size shoe
1,bbq day office
1,move change people update
-1,camera video
-1,time buy
-1,life start feel friend matter
1,weekend day spend
-1,song voice love
1,sunday time minute
-1,pool lay bed
-1,omg love donniewahlberg
-1,hair week cut hope
-1,twitter night bed lol cuz
-1,family bless twitter love inspire support
-1,answer question
-1,sunday home catch bus guess pick yeah dad remember
-1,hair lol tomorrow option confuse ball
-1,watch video
1,hour day
1,reply send
-1,meet http feel
-1,miss concert band
-1,song video
-1,kid car hope love
-1,hour coffee wanna
1,waste hour afternoon miss cos
-1,sit lol
1,til feel internet access
-1,hug send friday forget food
-1,hate week feel night person
1,eat fun
1,perform song stop lol memory
-1,hey tweet mention
1,prayer time god speak miss friend
-1,account twitter blog post guy feed
-1,fun night
1,ear hurt start decide sit
1,yay home call fail
-1,antonio san pull hope pack tomorrow morning
1,life mind suck god drive
1,day leave vote
1,soup chicken
1,realize wake pain
-1,follower pay day vip add train
-1,hour day hope gonna sleep
-1,time stuff feel morning
-1,week start enjoy
-1,care kid night monday sister date
-1,happen miss lose
1,ppl dont game plan soccer
1,watch lose season
1,night sleep
-1,city day wait head relaxing
1,move week june call project
-1,follower hey
1,start watch season bbc
-1,day job home vacation lot
-1,tune play fan bit
-1,school tomorrow
-1,followfriday tweet pick people list write person
-1,time omg bet message send
1,sun day office headache
1,time town chicken
-1,life suck lol love sing
1,miss school friend
-1,lottery win email day suppose contact office
1,shit talk remember
-1,walk stop lol goodnight
1,yay week lot macbook pro parking goodbye
1,mom lose
1,fail home internet connect
1,party lol couple
-1,meet time leave feel
1,day understand project
1,tonight rest twitter
1,airport time head love trip
-1,blog write
1,monday life
-1,release http bit congrat
-1,guy question
-1,hell lol twitter people
-1,book write
1,goin lol antonio san game head gettin
-1,care day gonna touch forget sunshine
-1,catch lose tomorrow pool party team win fly
1,party hurt fun home ear mtv award throat
1,week home night
1,sun miss london holiday france
1,read job reply comment finish
-1,twitter gotta lol soooo
-1,follower love brother mark
1,leave london
1,monday morning eye hurt
-1,wine day drink home couple finish
1,time garden call
-1,brand http bit lot
1,hope call haha
1,day stress pass exam tomorrow
-1,earn shareholder dividend asia money join recommend
-1,follow people haha
1,move house
1,aww fun eat birthday bet
1,sunday day start hope morning bless
-1,sigh time
-1,word follow pic
1,plan hope sleep
-1,day watch wait bed people sleep
-1,time spend
-1,friday saturday night love song cousin
-1,boyle susan
-1,profile check tweet minute send
-1,week day god couple morning
-1,episode finish breakfast morning
-1,talk night
1,house stop love
-1,wow lot leave
-1,start idea night lol hope tomorrow video
-1,gotta check
1,half leave feel boss pick office
-1,watch eat lot cuz
-1,tonight win
1,run hope love wanna
1,time job excite
-1,rain listen bed pass
-1,katy perry fail play wake
-1,lil day brother miss goin mom visit
-1,time fun play soccer
-1,word lol haha history peace woot sleep yeah finish
-1,boy wait lol band lord
1,yay phone fix
1,game play cuz
-1,blip http mind gonna hour
1,beach day sit reading book read moon twilight
-1,swear love site website people friend post dad
1,follower friend
-1,watch wanna people movie
-1,happen day havin
1,pick hope morning bike break
1,miss wanna event forget park mention
-1,breakfast head home wake drive
1,eat love website
1,party suck bed invite class
-1,meet friend dog
1,movie tomorrow
-1,yay lol wake nap gosh
1,hair rain feel hand
1,day tomorrow
1,time lunch eat boo forget spend
1,day bed
1,cook lol hell yeah tho
1,save time eye fall shut
1,girl wear shirt gonna
-1,woo lol row glass omg wear heart
-1,happen bit movie write
-1,weekend week school pass
1,tonight rest start wedding
1,answer phone call mother ring
-1,sun lay bed
-1,follower pay day vip add train
-1,meet http feel story heart
-1,http check
1,time guy
1,guy lol donniewahlberg
-1,follower pay day vip add train
-1,shit time feel night sleep pass
1,wanna home write
1,miss gunna school friend
-1,day memorial lol holiday bday
1,follow account twitter night love crap
1,version song
-1,hey follow stuff mom
1,sun summer hate time run gonna company
-1,life fan wait trip
-1,ppl world love tree site check
1,box lol trip
1,suck win lose
-1,blog feel lol bit video post workout guy
-1,dress wear
-1,day plan sound
-1,life run love eat drive peanut mile bag iphone dinner
1,miss night
1,blog finish
1,miss reply cry haha
1,omg tweet link
-1,hear day tweet love
-1,run dog park
-1,lookin time game call
1,bring food cook suck wanna
1,ticket price
1,live time
-1,play break
1,time camera
-1,hell lot
-1,tea love
-1,follower pay day vip add train
-1,listen podcast itune sleep bore
-1,beach morning run bed
-1,http vote sign click
1,girl live miss play music love ball
-1,shower time idea write
-1,toy story watch change person
-1,baby people friend
-1,girl time twitter music rock rain
1,walk car park suck
-1,cool time lol sound
1,move live life time moment stop fly
-1,girl life day follow hope minute write
-1,woo day weekend week
-1,moment hope change
1,tea feel throat
-1,week hour breakfast leave miss wake
-1,yay song sing
1,day row yea hell record
-1,time love
1,friday day leave guess jona australium trip
1,hope lose
1,talk home
-1,tummy hurt son play
1,tonight week time studio afford
1,contest win chance
1,ppl day time goin blood nail fml break
-1,feel lol
1,day dog lady
1,life miss luck
-1,death feel lot
-1,sunday start
1,stand day run fever
1,sigh wait night friday phone
-1,week day time matter
-1,leave husband fuck
1,wait dog
1,hit miss care health
1,start listen radio voice
1,moment home stop cry birthday
-1,time listen clock song travel learn
-1,bring haha dress brother jona lady gaga
-1,time coz yeah
1,math class cuz
1,sun leave mom trip dad
1,life hate time job miss bed
-1,happen day dream night remember
-1,time friend promise hang tomorrow
-1,tea day
1,day run fun
1,house cat
-1,hour traffic
-1,yay day watch bed finish episode lesson
1,feel sleep
1,sigh day tomorrow friday school skip
-1,read people
1,episode time season follow remember tho
-1,fun lol
1,run forget lose
1,week dream answer question
1,tonight luck
1,life yesterday boy die
1,company lol kiss fly
-1,day ahhh boy miss band
1,aunt uncle
-1,baby haha friday story
-1,king watch suppose wake beer
1,read watch bit
-1,expect week love song haha xxx
1,lol post
1,hate hope
-1,tonight sister mtv watch stuff award win movie twilight
-1,talk day lol friend
1,girl hate day time follow
-1,hahaha wait night lol holiday birthday tom
-1,yay talk friend
1,day wait law gotta test
-1,sun sunday monday email reply
1,ride car
-1,house mom
-1,guy heart love
1,nose lol fuck idk
1,concert ticket month birthday
-1,follower friend read
-1,beach love guy fave australia
-1,flu swine
1,grocery store
1,chance watch guy leave excite
-1,weekend friday pick wait drive
-1,hour leave forget morning wear
1,hit night lol morning awww remind
1,miley watch movie daughter stick
1,top day feel kid game workin
-1,life night chocolate moon
1,battery charger
-1,til time watch feel bed cough story boy play
1,mileycyrus vote voting
-1,omg forget
-1,song love john
-1,beach day wear guy florida
1,live god friend
-1,movie yeah
-1,tweet night bit
1,girl hear
1,change hope
1,til night yesterday
1,day time chicago lol sleep
1,hate day
-1,girl week book nxt holiday
1,thursday week lol list cream ice
1,leave parent love
-1,omg play call
-1,play haha
-1,laptop watch night gonna sleep movie birthday foot
1,ugh feel
-1,time rain
1,wedding miss lol call
1,time enjoy company hang
-1,life boy lot send
-1,buy pair love cousin
-1,word spread
-1,time couple
-1,listen album stuff
1,twitter call write
-1,demus love bro jona question
-1,kid call store hero guitar
-1,live friend
1,airport fly
-1,weekend week friday hour minute
1,hear book time film
-1,friday day guy
1,day watch surgery
-1,hear miss wanna news air france plane
1,party life kid leave
1,family hear heart
-1,live people walk finish idea feeling
1,summer day guess weather morning
-1,day follow computer phone sunburn hope
-1,house head
1,mtv award moon trailer movie
-1,hehe love smile
1,scare night drag hell attack
-1,change twitter night yeah play
-1,email write morning blog post
-1,house watch brother tomorrow bday
1,baby talk time miss month night bed gonna love voice
1,cover day monday week friday goin lunch tho customer
1,feel parent school
-1,saturday sit morning office
-1,beach leave
-1,sun week hour car
-1,freak lol hope call spell gonna
-1,word gonna listen reply
-1,home car lol seat
-1,mileycyrus write mail love
1,suppose hate stop
1,aww guess sleep
1,job lol business
1,deal http
-1,run gonna heart
1,week time dog miss heart lose
-1,hit haha wanna learn lesson
1,http wear shoe
-1,fam fun
1,leave write
-1,session day time week book write training client
1,sunday rain miss til
1,hug miss wit
-1,buy feel
1,time july yeah
1,tonight life night sleep cos
1,guess wake
1,coffee leave cup sleep morning tomorrow hurt
-1,follow site check love chicago notice
1,life feel
1,monday home school mom bore
-1,run tweet lol
1,weekend leave gotta
-1,pic love answer
-1,hun hey
-1,day fun home car night love
-1,phone tweet lol tomorrow
-1,til week bed people btw
1,laptop time issue spend
-1,party yesterday fun wake
1,care miss album yeah
-1,walk office
1,chocolate cream ice
-1,weekend wedding
1,move leave break
-1,move house stuff fun baby
-1,hear fun
1,butter peanut
-1,watch finish
1,hour tweet
-1,hair cut head guy meet
1,sun sit forget
1,week home
1,listen miss tomorrow bday
1,hurt throat fall sleep
1,pay attention
1,time play music
-1,girl world
-1,freak miss
